UIC Number,API Number,Operator Name,Operator Number,Lease Name,Well Number,Well Total Depth ft,Shut-in Bottom Hole Pressure - Daily (Method 3 (NTO) / Meas),Shut-In Bottom Hole Pressure after 24 hours - Quarterly (Method 1 (NTO) / Calc),Shut-In Bottom Hole Pressure after 24 hours - Quarterly (Method 2 (NTO) / Meas),Date of Measurement,Top of Completed Interval TVD (ft.),LIQUID DENSITY,MEAS BHP AVE INJ,MEAS BHP MAX INJ,CALC BHP AVE INJ,CALC BHP MAX INJ,MEAS SURF P STATIC,STATIC P SHUTIN TIME,Pressure Gradient (PSI/FT),Date Added
000125202,10933824,CHEVRON U. S. A. INC.,148113,DR BLK60 T1S S27 DMG SWD,1,3793,1336.719207169999,,,2024-03-08,1729,,,,,,,,0.7731169503585882,2024-08-22
000103282,13540893,"SLANT OPERATING, LLC",786697,GARDENDALE 8 SWD,1,14450,2625,,,2024-03-08,4922,,,,,,,,0.5333197887037789,2024-11-13
000125201,10933825,CHEVRON U. S. A. INC.,148113,DR BLK60 T1S S23 DMG SWD,1,4064,0,,,2024-03-08,2030,,,,,,,,0,2024-08-22
000125201,10933825,CHEVRON U. S. A. INC.,148113,DR BLK60 T1S S23 DMG SWD,1,4064,0,,,2024-03-09,2030,,,,,,,,0,2024-08-22
000103282,13540893,"SLANT OPERATING, LLC",786697,GARDENDALE 8 SWD,1,14450,2625,,,2024-03-09,4922,,,,,,,,0.5333197887037789,2024-11-13
000125202,10933824,CHEVRON U. S. A. INC.,148113,DR BLK60 T1S S27 DMG SWD,1,3793,1320.163238739476,,,2024-03-09,1729,,,,,,,,0.7635414914629705,2024-08-22
000125202,10933824,CHEVRON U. S. A. INC.,148113,DR BLK60 T1S S27 DMG SWD,1,3793,1340.278584648061,,,2024-03-10,1729,,,,,,,,0.7751755839491389,2024-08-22
000103282,13540893,"SLANT OPERATING, LLC",786697,GARDENDALE 8 SWD,1,14450,2625,,,2024-03-10,4922,,,,,,,,0.5333197887037789,2024-11-13
000125201,10933825,CHEVRON U. S. A. INC.,148113,DR BLK60 T1S S23 DMG SWD,1,4064,0,,,2024-03-10,2030,,,,,,,,0,2024-08-22
000125201,10933825,CHEVRON U. S. A. INC.,148113,DR BLK60 T1S S23 DMG SWD,1,4064,0,,,2024-03-11,2030,,,,,,,,0,2024-08-22
000103282,13540893,"SLANT OPERATING, LLC",786697,GARDENDALE 8 SWD,1,14450,2625,,,2024-03-11,4922,,,,,,,,0.5333197887037789,2024-11-13
000125202,10933824,CHEVRON U. S. A. INC.,148113,DR BLK60 T1S S27 DMG SWD,1,3793,1345.324709499803,,,2024-03-11,1729,,,,,,,,0.7780941061305975,2024-08-22
000125202,10933824,CHEVRON U. S. A. INC.,148113,DR BLK60 T1S S27 DMG SWD,1,3793,1334.126079026971,,,2024-03-12,1729,,,,,,,,0.771617165429133,2024-08-22
000103282,13540893,"SLANT OPERATING, LLC",786697,GARDENDALE 8 SWD,1,14450,2625,,,2024-03-12,4922,,,,,,,,0.5333197887037789,2024-11-13
000125201,10933825,CHEVRON U. S. A. INC.,148113,DR BLK60 T1S S23 DMG SWD,1,4064,0,,,2024-03-12,2030,,,,,,,,0,2024-08-22
000125201,10933825,CHEVRON U. S. A. INC.,148113,DR BLK60 T1S S23 DMG SWD,1,4064,0,,,2024-03-13,2030,,,,,,,,0,2024-08-22
000103282,13540893,"SLANT OPERATING, LLC",786697,GARDENDALE 8 SWD,1,14450,2625,,,2024-03-13,4922,,,,,,,,0.5333197887037789,2024-11-13
000125202,10933824,CHEVRON U. S. A. INC.,148113,DR BLK60 T1S S27 DMG SWD,1,3793,1332.030314706839,,,2024-03-13,1729,,,,,,,,0.7704050403162747,2024-08-22
000125202,10933824,CHEVRON U. S. A. INC.,148113,DR BLK60 T1S S27 DMG SWD,1,3793,1349.667158872275,,,2024-03-14,1729,,,,,,,,0.7806056442291932,2024-08-22
000103282,13540893,"SLANT OPERATING, LLC",786697,GARDENDALE 8 SWD,1,14450,2625,,,2024-03-14,4922,,,,,,,,0.5333197887037789,2024-11-13
000125201,10933825,CHEVRON U. S. A. INC.,148113,DR BLK60 T1S S23 DMG SWD,1,4064,0,,,2024-03-14,2030,,,,,,,,0,2024-08-22
000125201,10933825,CHEVRON U. S. A. INC.,148113,DR BLK60 T1S S23 DMG SWD,1,4064,0,,,2024-03-15,2030,,,,,,,,0,2024-08-22
000103282,13540893,"SLANT OPERATING, LLC",786697,GARDENDALE 8 SWD,1,14450,2625,,,2024-03-15,4922,,,,,,,,0.5333197887037789,2024-11-13
000125202,10933824,CHEVRON U. S. A. INC.,148113,DR BLK60 T1S S27 DMG SWD,1,3793,1352.927957747674,,,2024-03-15,1729,,,,,,,,0.782491589212073,2024-08-22
000125202,10933824,CHEVRON U. S. A. INC.,148113,DR BLK60 T1S S27 DMG SWD,1,3793,1335.160170264912,,,2024-03-16,1729,,,,,,,,0.7722152517437316,2024-08-22
000103282,13540893,"SLANT OPERATING, LLC",786697,GARDENDALE 8 SWD,1,14450,3056,,,2024-03-16,4922,,,,,,,,0.6208858187728565,2024-11-13
000125201,10933825,CHEVRON U. S. A. INC.,148113,DR BLK60 T1S S23 DMG SWD,1,4064,0,,,2024-03-16,2030,,,,,,,,0,2024-08-22
000125201,10933825,CHEVRON U. S. A. INC.,148113,DR BLK60 T1S S23 DMG SWD,1,4064,0,,,2024-03-17,2030,,,,,,,,0,2024-08-22
000103282,13540893,"SLANT OPERATING, LLC",786697,GARDENDALE 8 SWD,1,14450,3025,,,2024-03-17,4922,,,,,,,,0.614587566030069,2024-11-13
000125202,10933824,CHEVRON U. S. A. INC.,148113,DR BLK60 T1S S27 DMG SWD,1,3793,1340.022142562513,,,2024-03-17,1729,,,,,,,,0.7750272657967108,2024-08-22
000125202,10933824,CHEVRON U. S. A. INC.,148113,DR BLK60 T1S S27 DMG SWD,1,3793,1348.416744122755,,,2024-03-18,1729,,,,,,,,0.7798824431016513,2024-08-22
000103282,13540893,"SLANT OPERATING, LLC",786697,GARDENDALE 8 SWD,1,14450,3035,,,2024-03-18,4922,,,,,,,,0.6166192604632263,2024-11-13
000125201,10933825,CHEVRON U. S. A. INC.,148113,DR BLK60 T1S S23 DMG SWD,1,4064,0,,,2024-03-18,2030,,,,,,,,0,2024-08-22
000125201,10933825,CHEVRON U. S. A. INC.,148113,DR BLK60 T1S S23 DMG SWD,1,4064,0,,,2024-03-19,2030,,,,,,,,0,2024-08-22
000103282,13540893,"SLANT OPERATING, LLC",786697,GARDENDALE 8 SWD,1,14450,3040,,,2024-03-19,4922,,,,,,,,0.617635107679805,2024-11-13
000125202,10933824,CHEVRON U. S. A. INC.,148113,DR BLK60 T1S S27 DMG SWD,1,3793,1353.049609162209,,,2024-03-19,1729,,,,,,,,0.7825619486189757,2024-08-22
000125202,10933824,CHEVRON U. S. A. INC.,148113,DR BLK60 T1S S27 DMG SWD,1,3793,1356.25480296735,,,2024-03-20,1729,,,,,,,,0.7844157333530075,2024-08-22
000103282,13540893,"SLANT OPERATING, LLC",786697,GARDENDALE 8 SWD,1,14450,3035,,,2024-03-20,4922,,,,,,,,0.6166192604632263,2024-11-13
000125201,10933825,CHEVRON U. S. A. INC.,148113,DR BLK60 T1S S23 DMG SWD,1,4064,0,,,2024-03-20,2030,,,,,,,,0,2024-08-22
000125201,10933825,CHEVRON U. S. A. INC.,148113,DR BLK60 T1S S23 DMG SWD,1,4064,0,,,2024-03-21,2030,,,,,,,,0,2024-08-22
000103282,13540893,"SLANT OPERATING, LLC",786697,GARDENDALE 8 SWD,1,14450,3040,,,2024-03-21,4922,,,,,,,,0.617635107679805,2024-11-13
000125202,10933824,CHEVRON U. S. A. INC.,148113,DR BLK60 T1S S27 DMG SWD,1,3793,1348.856663398393,,,2024-03-21,1729,,,,,,,,0.7801368787729283,2024-08-22
000125202,10933824,CHEVRON U. S. A. INC.,148113,DR BLK60 T1S S27 DMG SWD,1,3793,1273.438453030003,,,2024-03-22,1729,,,,,,,,0.7365173239039925,2024-08-22
000103282,13540893,"SLANT OPERATING, LLC",786697,GARDENDALE 8 SWD,1,14450,2625,,,2024-03-22,4922,,,,,,,,0.5333197887037789,2024-11-13
000125201,10933825,CHEVRON U. S. A. INC.,148113,DR BLK60 T1S S23 DMG SWD,1,4064,0,,,2024-03-22,2030,,,,,,,,0,2024-08-22
000125201,10933825,CHEVRON U. S. A. INC.,148113,DR BLK60 T1S S23 DMG SWD,1,4064,0,,,2024-03-23,2030,,,,,,,,0,2024-08-22
000103282,13540893,"SLANT OPERATING, LLC",786697,GARDENDALE 8 SWD,1,14450,2625,,,2024-03-23,4922,,,,,,,,0.5333197887037789,2024-11-13
000125202,10933824,CHEVRON U. S. A. INC.,148113,DR BLK60 T1S S27 DMG SWD,1,3793,1341.100478463819,,,2024-03-23,1729,,,,,,,,0.7756509418529896,2024-08-22
000125202,10933824,CHEVRON U. S. A. INC.,148113,DR BLK60 T1S S27 DMG SWD,1,3793,1344.670446818855,,,2024-03-24,1729,,,,,,,,0.7777157008784586,2024-08-22
000103282,13540893,"SLANT OPERATING, LLC",786697,GARDENDALE 8 SWD,1,14450,3025,,,2024-03-24,4922,,,,,,,,0.614587566030069,2024-11-13
000125201,10933825,CHEVRON U. S. A. INC.,148113,DR BLK60 T1S S23 DMG SWD,1,4064,0,,,2024-03-24,2030,,,,,,,,0,2024-08-22
000125201,10933825,CHEVRON U. S. A. INC.,148113,DR BLK60 T1S S23 DMG SWD,1,4064,0,,,2024-03-25,2030,,,,,,,,0,2024-08-22
000103282,13540893,"SLANT OPERATING, LLC",786697,GARDENDALE 8 SWD,1,14450,2625,,,2024-03-25,4922,,,,,,,,0.5333197887037789,2024-11-13
000125202,10933824,CHEVRON U. S. A. INC.,148113,DR BLK60 T1S S27 DMG SWD,1,3793,1344.918526257593,,,2024-03-25,1729,,,,,,,,0.7778591823352186,2024-08-22
000125202,10933824,CHEVRON U. S. A. INC.,148113,DR BLK60 T1S S27 DMG SWD,1,3793,1342.117968771536,,,2024-03-26,1729,,,,,,,,0.7762394267041851,2024-08-22
000103282,13540893,"SLANT OPERATING, LLC",786697,GARDENDALE 8 SWD,1,14450,3035,,,2024-03-26,4922,,,,,,,,0.6166192604632263,2024-11-13
000125201,10933825,CHEVRON U. S. A. INC.,148113,DR BLK60 T1S S23 DMG SWD,1,4064,0,,,2024-03-26,2030,,,,,,,,0,2024-08-22
000125201,10933825,CHEVRON U. S. A. INC.,148113,DR BLK60 T1S S23 DMG SWD,1,4064,0,,,2024-03-27,2030,,,,,,,,0,2024-08-22
000103282,13540893,"SLANT OPERATING, LLC",786697,GARDENDALE 8 SWD,1,14450,3045,,,2024-03-27,4922,,,,,,,,0.6186509548963836,2024-11-13
000125202,10933824,CHEVRON U. S. A. INC.,148113,DR BLK60 T1S S27 DMG SWD,1,3793,1321.847343738207,,,2024-03-27,1729,,,,,,,,0.7645155255860075,2024-08-22
000125202,10933824,CHEVRON U. S. A. INC.,148113,DR BLK60 T1S S27 DMG SWD,1,3793,1348.744605199882,,,2024-03-28,1729,,,,,,,,0.7800720677847784,2024-08-22
000103282,13540893,"SLANT OPERATING, LLC",786697,GARDENDALE 8 SWD,1,14450,3030,,,2024-03-28,4922,,,,,,,,0.6156034132466477,2024-11-13
000125201,10933825,CHEVRON U. S. A. INC.,148113,DR BLK60 T1S S23 DMG SWD,1,4064,0,,,2024-03-28,2030,,,,,,,,0,2024-08-22
000125201,10933825,CHEVRON U. S. A. INC.,148113,DR BLK60 T1S S23 DMG SWD,1,4064,0,,,2024-03-29,2030,,,,,,,,0,2024-08-22
000103282,13540893,"SLANT OPERATING, LLC",786697,GARDENDALE 8 SWD,1,14450,2605,,,2024-03-29,4922,,,,,,,,0.5292563998374644,2024-11-13
000125202,10933824,CHEVRON U. S. A. INC.,148113,DR BLK60 T1S S27 DMG SWD,1,3793,1353.543259645302,,,2024-03-29,1729,,,,,,,,0.7828474607549462,2024-08-22
000125202,10933824,CHEVRON U. S. A. INC.,148113,DR BLK60 T1S S27 DMG SWD,1,3793,1355.148926531908,,,2024-03-30,1729,,,,,,,,0.783776128705557,2024-08-22
000103282,13540893,"SLANT OPERATING, LLC",786697,GARDENDALE 8 SWD,1,14450,2605,,,2024-03-30,4922,,,,,,,,0.5292563998374644,2024-11-13
000125201,10933825,CHEVRON U. S. A. INC.,148113,DR BLK60 T1S S23 DMG SWD,1,4064,0,,,2024-03-30,2030,,,,,,,,0,2024-08-22
000125201,10933825,CHEVRON U. S. A. INC.,148113,DR BLK60 T1S S23 DMG SWD,1,4064,0,,,2024-03-31,2030,,,,,,,,0,2024-08-22
000103282,13540893,"SLANT OPERATING, LLC",786697,GARDENDALE 8 SWD,1,14450,2605,,,2024-03-31,4922,,,,,,,,0.5292563998374644,2024-11-13
000125202,10933824,CHEVRON U. S. A. INC.,148113,DR BLK60 T1S S27 DMG SWD,1,3793,1338.53203251049,,,2024-03-31,1729,,,,,,,,0.774165432336894,2024-08-22
000125202,10933824,CHEVRON U. S. A. INC.,148113,DR BLK60 T1S S27 DMG SWD,1,3793,1328.628131716735,,,2024-04-01,1729,,,,,,,,0.7684373231444389,2024-08-22
000103282,13540893,"SLANT OPERATING, LLC",786697,GARDENDALE 8 SWD,1,14450,2580,,,2024-04-01,4922,,,,,,,,0.5241771637545714,2024-11-13
000125201,10933825,CHEVRON U. S. A. INC.,148113,DR BLK60 T1S S23 DMG SWD,1,4064,0,,,2024-04-01,2030,,,,,,,,0,2024-08-22
000125966,38940368,BPX MIDSTREAM LLC,085409,BISHOP 57-T2-47 SWD,726,5731,0,,,2024-04-01,2862,,0,0,,,,,0,2024-05-17
000125967,38940369,BPX MIDSTREAM LLC,085409,BISHOP 57-T2-47 SWD,727,5784,0,,,2024-04-01,2956,,0,0,,,,,0,2024-05-15
000125967,38940369,BPX MIDSTREAM LLC,085409,BISHOP 57-T2-47 SWD,727,5784,0,,,2024-04-02,2956,,0,0,,,,,0,2024-05-15
000125966,38940368,BPX MIDSTREAM LLC,085409,BISHOP 57-T2-47 SWD,726,5731,0,,,2024-04-02,2862,,0,0,,,,,0,2024-05-17
000125201,10933825,CHEVRON U. S. A. INC.,148113,DR BLK60 T1S S23 DMG SWD,1,4064,0,,,2024-04-02,2030,,,,,,,,0,2024-08-22
000103282,13540893,"SLANT OPERATING, LLC",786697,GARDENDALE 8 SWD,1,14450,2580,,,2024-04-02,4922,,,,,,,,0.5241771637545714,2024-11-13
000125202,10933824,CHEVRON U. S. A. INC.,148113,DR BLK60 T1S S27 DMG SWD,1,3793,1344.237911066023,,,2024-04-02,1729,,,,,,,,0.777465535607879,2024-08-22
000125202,10933824,CHEVRON U. S. A. INC.,148113,DR BLK60 T1S S27 DMG SWD,1,3793,1341.850593733706,,,2024-04-03,1729,,,,,,,,0.776084785271085,2024-08-22
000103282,13540893,"SLANT OPERATING, LLC",786697,GARDENDALE 8 SWD,1,14450,2500,,,2024-04-03,4922,,,,,,,,0.5079236082893133,2024-11-13
000125201,10933825,CHEVRON U. S. A. INC.,148113,DR BLK60 T1S S23 DMG SWD,1,4064,0,,,2024-04-03,2030,,,,,,,,0,2024-08-22
000125966,38940368,BPX MIDSTREAM LLC,085409,BISHOP 57-T2-47 SWD,726,5731,0,,,2024-04-03,2862,,0,0,,,,,0,2024-05-17
000125967,38940369,BPX MIDSTREAM LLC,085409,BISHOP 57-T2-47 SWD,727,5784,0,,,2024-04-03,2956,,0,0,,,,,0,2024-05-15
000125967,38940369,BPX MIDSTREAM LLC,085409,BISHOP 57-T2-47 SWD,727,5784,0,,,2024-04-04,2956,,0,0,,,,,0,2024-05-15
000125966,38940368,BPX MIDSTREAM LLC,085409,BISHOP 57-T2-47 SWD,726,5731,0,,,2024-04-04,2862,,0,0,,,,,0,2024-05-17
000125201,10933825,CHEVRON U. S. A. INC.,148113,DR BLK60 T1S S23 DMG SWD,1,4064,0,,,2024-04-04,2030,,,,,,,,0,2024-08-22
000103282,13540893,"SLANT OPERATING, LLC",786697,GARDENDALE 8 SWD,1,14450,2510,,,2024-04-04,4922,,,,,,,,0.5099553027224706,2024-11-13
000125202,10933824,CHEVRON U. S. A. INC.,148113,DR BLK60 T1S S27 DMG SWD,1,3793,1347.691163863449,,,2024-04-04,1729,,,,,,,,0.7794627899730764,2024-08-22
000125202,10933824,CHEVRON U. S. A. INC.,148113,DR BLK60 T1S S27 DMG SWD,1,3793,1331.001691938857,,,2024-04-05,1729,,,,,,,,0.7698101167951746,2024-08-22
000103282,13540893,"SLANT OPERATING, LLC",786697,GARDENDALE 8 SWD,1,14450,2525,,,2024-04-05,4922,,,,,,,,0.5130028443722064,2024-11-13
000125201,10933825,CHEVRON U. S. A. INC.,148113,DR BLK60 T1S S23 DMG SWD,1,4064,0,,,2024-04-05,2030,,,,,,,,0,2024-08-22
000125966,38940368,BPX MIDSTREAM LLC,085409,BISHOP 57-T2-47 SWD,726,5731,0,,,2024-04-05,2862,,0,0,,,,,0,2024-05-17
000125967,38940369,BPX MIDSTREAM LLC,085409,BISHOP 57-T2-47 SWD,727,5784,1440.26915394751,,,2024-04-05,2956,,1630.775640635277,1695.073806692601,,,,,0.487235843689956,2024-05-15
000125967,38940369,BPX MIDSTREAM LLC,085409,BISHOP 57-T2-47 SWD,727,5784,1725.861009808987,,,2024-04-06,2956,,1675.630964597992,1719.176503219983,,,,,0.5838501386363285,2024-05-15
000125966,38940368,BPX MIDSTREAM LLC,085409,BISHOP 57-T2-47 SWD,726,5731,0,,,2024-04-06,2862,,0,0,,,,,0,2024-05-17
000125201,10933825,CHEVRON U. S. A. INC.,148113,DR BLK60 T1S S23 DMG SWD,1,4064,0,,,2024-04-06,2030,,,,,,,,0,2024-08-22
000103282,13540893,"SLANT OPERATING, LLC",786697,GARDENDALE 8 SWD,1,14450,2600,,,2024-04-06,4922,,,,,,,,0.5282405526208859,2024-11-13
000125202,10933824,CHEVRON U. S. A. INC.,148113,DR BLK60 T1S S27 DMG SWD,1,3793,1323.928182975629,,,2024-04-06,1729,,,,,,,,0.7657190184937125,2024-08-22
000125202,10933824,CHEVRON U. S. A. INC.,148113,DR BLK60 T1S S27 DMG SWD,1,3793,1320.71960797795,,,2024-04-07,1729,,,,,,,,0.7638632781827357,2024-08-22
000103282,13540893,"SLANT OPERATING, LLC",786697,GARDENDALE 8 SWD,1,14450,2700,,,2024-04-07,4922,,,,,,,,0.5485574969524584,2024-11-13
000125201,10933825,CHEVRON U. S. A. INC.,148113,DR BLK60 T1S S23 DMG SWD,1,4064,0,,,2024-04-07,2030,,,,,,,,0,2024-08-22
000125966,38940368,BPX MIDSTREAM LLC,085409,BISHOP 57-T2-47 SWD,726,5731,0,,,2024-04-07,2862,,0,0,,,,,0,2024-05-17
000125967,38940369,BPX MIDSTREAM LLC,085409,BISHOP 57-T2-47 SWD,727,5784,1717.369105423357,,,2024-04-07,2956,,1668.983756736413,1675.971296903742,,,,,0.5809773698996472,2024-05-15
000125967,38940369,BPX MIDSTREAM LLC,085409,BISHOP 57-T2-47 SWD,727,5784,1723.076594147058,,,2024-04-08,2956,,1713.505742027922,1725.853265,,,,,0.5829081847588152,2024-05-15
000125966,38940368,BPX MIDSTREAM LLC,085409,BISHOP 57-T2-47 SWD,726,5731,0,,,2024-04-08,2862,,0,0,,,,,0,2024-05-17
000125201,10933825,CHEVRON U. S. A. INC.,148113,DR BLK60 T1S S23 DMG SWD,1,4064,0,,,2024-04-08,2030,,,,,,,,0,2024-08-22
000103282,13540893,"SLANT OPERATING, LLC",786697,GARDENDALE 8 SWD,1,14450,3025,,,2024-04-08,4922,,,,,,,,0.614587566030069,2024-11-13
000125202,10933824,CHEVRON U. S. A. INC.,148113,DR BLK60 T1S S27 DMG SWD,1,3793,1322.092951722301,,,2024-04-08,1729,,,,,,,,0.764657577630018,2024-08-22
000125202,10933824,CHEVRON U. S. A. INC.,148113,DR BLK60 T1S S27 DMG SWD,1,3793,1324.952154043249,,,2024-04-09,1729,,,,,,,,0.7663112516155286,2024-08-22
000103282,13540893,"SLANT OPERATING, LLC",786697,GARDENDALE 8 SWD,1,14450,3025,,,2024-04-09,4922,,,,,,,,0.614587566030069,2024-11-13
000125201,10933825,CHEVRON U. S. A. INC.,148113,DR BLK60 T1S S23 DMG SWD,1,4064,0,,,2024-04-09,2030,,,,,,,,0,2024-08-22
000125966,38940368,BPX MIDSTREAM LLC,085409,BISHOP 57-T2-47 SWD,726,5731,0,,,2024-04-09,2862,,0,0,,,,,0,2024-05-17
000125967,38940369,BPX MIDSTREAM LLC,085409,BISHOP 57-T2-47 SWD,727,5784,1738.39117267361,,,2024-04-09,2956,,0,0,,,,,0.5880890299978383,2024-05-15
000125967,38940369,BPX MIDSTREAM LLC,085409,BISHOP 57-T2-47 SWD,727,5784,1739.044579999995,,,2024-04-10,2956,,0,0,,,,,0.5883100744248968,2024-05-15
000125966,38940368,BPX MIDSTREAM LLC,085409,BISHOP 57-T2-47 SWD,726,5731,0,,,2024-04-10,2862,,0,0,,,,,0,2024-05-17
000125201,10933825,CHEVRON U. S. A. INC.,148113,DR BLK60 T1S S23 DMG SWD,1,4064,0,,,2024-04-10,2030,,,,,,,,0,2024-08-22
000103282,13540893,"SLANT OPERATING, LLC",786697,GARDENDALE 8 SWD,1,14450,3025,,,2024-04-10,4922,,,,,,,,0.614587566030069,2024-11-13
000125202,10933824,CHEVRON U. S. A. INC.,148113,DR BLK60 T1S S27 DMG SWD,1,3793,1325.225342478052,,,2024-04-10,1729,,,,,,,,0.7664692553372192,2024-08-22
000125202,10933824,CHEVRON U. S. A. INC.,148113,DR BLK60 T1S S27 DMG SWD,1,3793,1329.43650872637,,,2024-04-11,1729,,,,,,,,0.768904863346657,2024-08-22
000103282,13540893,"SLANT OPERATING, LLC",786697,GARDENDALE 8 SWD,1,14450,3025,,,2024-04-11,4922,,,,,,,,0.614587566030069,2024-11-13
000125201,10933825,CHEVRON U. S. A. INC.,148113,DR BLK60 T1S S23 DMG SWD,1,4064,0,,,2024-04-11,2030,,,,,,,,0,2024-08-22
000125966,38940368,BPX MIDSTREAM LLC,085409,BISHOP 57-T2-47 SWD,726,5731,0,,,2024-04-11,2862,,0,0,,,,,0,2024-05-17
000125967,38940369,BPX MIDSTREAM LLC,085409,BISHOP 57-T2-47 SWD,727,5784,1739.346362944441,,,2024-04-11,2956,,0,0,,,,,0.5884121660840463,2024-05-15
000125967,38940369,BPX MIDSTREAM LLC,085409,BISHOP 57-T2-47 SWD,727,5784,1740.630654638889,,,2024-04-12,2956,,0,0,,,,,0.5888466355341302,2024-05-15
000125966,38940368,BPX MIDSTREAM LLC,085409,BISHOP 57-T2-47 SWD,726,5731,0,,,2024-04-12,2862,,0,0,,,,,0,2024-05-17
000125201,10933825,CHEVRON U. S. A. INC.,148113,DR BLK60 T1S S23 DMG SWD,1,4064,0,,,2024-04-12,2030,,,,,,,,0,2024-08-22
000103282,13540893,"SLANT OPERATING, LLC",786697,GARDENDALE 8 SWD,1,14450,3025,,,2024-04-12,4922,,,,,,,,0.614587566030069,2024-11-13
000125202,10933824,CHEVRON U. S. A. INC.,148113,DR BLK60 T1S S27 DMG SWD,1,3793,1330.184268085852,,,2024-04-12,1729,,,,,,,,0.7693373441792087,2024-08-22
000125202,10933824,CHEVRON U. S. A. INC.,148113,DR BLK60 T1S S27 DMG SWD,1,3793,1329.920120436188,,,2024-04-13,1729,,,,,,,,0.769184569367373,2024-08-22
000103282,13540893,"SLANT OPERATING, LLC",786697,GARDENDALE 8 SWD,1,14450,3050,,,2024-04-13,4922,,,,,,,,0.6196668021129622,2024-11-13
000125201,10933825,CHEVRON U. S. A. INC.,148113,DR BLK60 T1S S23 DMG SWD,1,4064,0,,,2024-04-13,2030,,,,,,,,0,2024-08-22
000125966,38940368,BPX MIDSTREAM LLC,085409,BISHOP 57-T2-47 SWD,726,5731,0,,,2024-04-13,2862,,0,0,,,,,0,2024-05-17
000125967,38940369,BPX MIDSTREAM LLC,085409,BISHOP 57-T2-47 SWD,727,5784,1741.147754111111,,,2024-04-13,2956,,0,0,,,,,0.589021567696587,2024-05-15
000125967,38940369,BPX MIDSTREAM LLC,085409,BISHOP 57-T2-47 SWD,727,5784,1741.716928451388,,,2024-04-14,2956,,0,0,,,,,0.5892141165261799,2024-05-15
000125966,38940368,BPX MIDSTREAM LLC,085409,BISHOP 57-T2-47 SWD,726,5731,0,,,2024-04-14,2862,,0,0,,,,,0,2024-05-17
000125201,10933825,CHEVRON U. S. A. INC.,148113,DR BLK60 T1S S23 DMG SWD,1,4064,0,,,2024-04-14,2030,,,,,,,,0,2024-08-22
000103282,13540893,"SLANT OPERATING, LLC",786697,GARDENDALE 8 SWD,1,14450,3050,,,2024-04-14,4922,,,,,,,,0.6196668021129622,2024-11-13
000125202,10933824,CHEVRON U. S. A. INC.,148113,DR BLK60 T1S S27 DMG SWD,1,3793,1335.742987794541,,,2024-04-14,1729,,,,,,,,0.7725523353351885,2024-08-22
000125202,10933824,CHEVRON U. S. A. INC.,148113,DR BLK60 T1S S27 DMG SWD,1,3793,1342.399464822659,,,2024-04-15,1729,,,,,,,,0.7764022352936142,2024-08-22
000103282,13540893,"SLANT OPERATING, LLC",786697,GARDENDALE 8 SWD,1,14450,3055,,,2024-04-15,4922,,,,,,,,0.6206826493295409,2024-11-13
000125201,10933825,CHEVRON U. S. A. INC.,148113,DR BLK60 T1S S23 DMG SWD,1,4064,0,,,2024-04-15,2030,,,,,,,,0,2024-08-22
000125966,38940368,BPX MIDSTREAM LLC,085409,BISHOP 57-T2-47 SWD,726,5731,0,,,2024-04-15,2862,,0,0,,,,,0,2024-05-17
000125967,38940369,BPX MIDSTREAM LLC,085409,BISHOP 57-T2-47 SWD,727,5784,1741.953544180556,,,2024-04-15,2956,,0,0,,,,,0.589294162442678,2024-05-15
000125967,38940369,BPX MIDSTREAM LLC,085409,BISHOP 57-T2-47 SWD,727,5784,1741.824991902777,,,2024-04-16,2956,,0,0,,,,,0.5892506738507365,2024-05-15
000125966,38940368,BPX MIDSTREAM LLC,085409,BISHOP 57-T2-47 SWD,726,5731,0,,,2024-04-16,2862,,0,0,,,,,0,2024-05-17
000125201,10933825,CHEVRON U. S. A. INC.,148113,DR BLK60 T1S S23 DMG SWD,1,4064,0,,,2024-04-16,2030,,,,,,,,0,2024-08-22
000103282,13540893,"SLANT OPERATING, LLC",786697,GARDENDALE 8 SWD,1,14450,3055,,,2024-04-16,4922,,,,,,,,0.6206826493295409,2024-11-13
000125202,10933824,CHEVRON U. S. A. INC.,148113,DR BLK60 T1S S27 DMG SWD,1,3793,1336.523791817292,,,2024-04-16,1729,,,,,,,,0.7730039281765715,2024-08-22
